what,kind,bundleId,bundleVersion,description,time
executed,command,com.altera.sbtgui.flash.plugin,12.1.1.243,"com.altera.sbtgui.flash.plugin.commands.flashCommand",1489108253221
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1489108253501
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1489108303419
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1489108305299
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1489108523651
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1489108523695
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1489108525435
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1489108527246
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1489108528615
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1489108531633
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1489108532334
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1489108532340
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1489108572616
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1489108584109
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1489108584152
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1489108594390
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1489108782083
executed,command,com.altera.sbtgui.flash.plugin,12.1.1.243,"com.altera.sbtgui.flash.plugin.commands.flashCommand",1489108784413
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1489108784707
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1489108928326
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1489108933300
error,log,,,"Unhandled event loop exception",1489108946130
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1489108953828
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1489109009786
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1489109013658
